query,intent
¹» ¹Ù²ã¾ß ÇÒ±î ´ç½Å ±×´ë·ÎÀÇ ¸ð½ÀÀÌ º¸±â ÁÁ¾Æ¿ä.,4
¹» ¹è¿ö º¼±î ¹è¿ì´Â °Ç Ç×»ó Áñ°Å¿î ÀÏÀÌ¿¡¿ä.,4
¹» Àß¸øÇß´Ù´Â °É±î ¸ð¸£´Â °Ô Àß¸øÀÎ °Å °°¾Æ¿ä.,4
¹» ÇØµµ Àç¹Ì¾ø´Ù. È°±âÂù »ç¶÷À» ¸¸³ªº¸½Ã¸é »ý°¢ÀÌ ¹Ù²ð ¼öµµ ÀÖ¾î¿ä.,4
¹»ÇÏ¸é Çàº¹ÇÒ±î? ÀÎ»ýÀ» Áñ±â´Â °ÅÁÒ.,4
¹»ÇØµµ ±Í¿©¿ö »ç¶ûÇÏ³ªº¾´Ï´Ù.,4
¹½ÀÌ ÁßÇÑÁö ¸ð¸£°Ú¾î ½º½º·ÎÀÇ ¿ì¼±¼øÀ§¸¦ Á¤ÇØº¸¼¼¿ä.,4
¹Ì²ô·¯Áú »·Çß¾î ´ÙÄ¡Áö ¾ÊÀ¸¼Ì³ª °ÆÁ¤ÀÌ³×¿ä.,4
¹Ìµå º¸°í½Í´Ù Àúµµ º¸°í ½Í¾î¿ä.,4
¹Ì·¡¿¡ ´ëÇÑ °í¹Î °¡Àå È®½ÇÇÑ ½Ã°£Àº ¿À´ÃÀÌ¿¡¿ä. ¾îÁ¦¿Í ³»ÀÏÀ» ³õ°í °í¹ÎÇÏ´À¶ó ½Ã°£À» ³¶ºñÇÏÁö ¸¶¼¼¿ä.,4
¹Ì¼¼¸ÕÁö ³ª»ÝÀÎ°¡ ÀÎÅÍ³Ý °Ë»ö ÇØº¸¼¼¿ä.,4
¹Ì¼¼¸ÕÁö ¶§¹®¿¡ Â¥Áõ³ª ¸¶½ºÅ© ¾²°í ³ª°¡¼¼¿ä.,4
¹Ì¼¼¸ÕÁö ¶Ç ³ª»Ý Áý¿¡ ÀÖ°Å³ª ³ª°¡¸é ¸¶½ºÅ© ¾²°í ³ª°¡¼¼¿ä.,4
¹Ì¼¼¸ÕÁö ½ÉÇÏ´ë ¸¶½ºÅ© ¾²¼¼¿ä.,4
¹Ì¼¼¸ÕÁö Áö¼ö ¹¹¾ß? ÀÎÅÍ³Ý °Ë»ö ÇØº¸¼¼¿ä.,4
¹Ì¼¼¸ÕÁö Áö¼ö ¾î¶»´ë? ¼û ½¯¸¸ ÇßÀ¸¸é ÁÁ°Ú³×¿ä.,4
¹Ì¼¼¸ÕÁö ÃÖ¾ÇÀÎµ¥ Áý¿¡ ÀÖ°Å³ª ³ª°¡¸é ¸¶½ºÅ© ¾²°í ³ª°¡¼¼¿ä.,4
¹Ì¼¼¸ÕÁö°¡ ³Ê¹« ¸¹¾Æ »ì±â ´õ Èûµé¾îÁ³¾î¿ä.,4
¹Ì¼¼¸ÕÁö°¡ ³Ê¹« ¸¹¾Æ. ÇÏ´ÃÀÌ »Ñ¿¸´Ù. »ì±â ´õ Èûµé¾îÁ³¾î¿ä.,4
¹Ì¼¼¸ÕÁö°¡ ³Ê¹« ¸¹¾Æ¼­ Â¥Áõ³ª ¸¶½ºÅ© ¾²°í ³ª°¡¼¼¿ä.,4
¹Ì¿ë ¸ö¹«°ÔÇÏ°í ½Í´Ù Áö±Ýµµ ÃæºÐÈ÷ ¾Æ¸§´Ù¿ö¿ä.,4
¹Ì¿ë½Ç °¡¼­ ¸Ó¸®ÇØ¾ßÁö ¿¹»Ú°Ô º¯½ÅÇÏ°í ¿À¼¼¿ä.,4
¹Ì¿ë½Ç °¡¾ßÁö ¿¹»Ú°Ô º¯½ÅÇÏ°í ¿À¼¼¿ä.,4
¹Ì¿ë½Ç °¬´Ù¿Ô´Âµ¥ Æ¼°¡ ¾È ³ª ´Ù½Ã ¹æ¹®ÇØº¸¼¼¿ä.,4
¹Ì¿ë½Ç¿¡¼­ ³Ê¹« Æ¼ ¾È ³ª°Ô ¸Ó¸®¸¦ Àß¶óÁá¾î ´Ù½Ã ¹æ¹®ÇØº¸¼¼¿ä.,4
¹Ì¿î Áþ¸¸ ÇØ ³Ê¹« ¹Ì¿öÇÏÁö ¸¶¼¼¿ä.,4
¹Ì¿ö ÁË´Â ¹Ì¿öÇØµµ »ç¶÷Àº ¹Ì¿öÇÏÁö ¸¶¼¼¿ä.,4
¹Ì¿öÇÑ´Ù ¿¹»µÇØ ÁÖ¼¼¿ä.,4
¹ÌÄ£ »ç¶÷µéÀÌ ³Ê¹« ¸¹¾Æ Á¶½ÉÇØ¾ßÇØ¿ä.,4
¹ÌÄ£µíÀÌ ´þ´Ù Â÷°¡¿î À½·á ³Ê¹« ¸¹ÀÌ ¸¶½Ã¸é ¾Æ´Ï µÇ¾î¿ä,4
¹ÌÆÃÇÑ´Ù! ¼º°øÀ» ±â¿øÇÕ´Ï´Ù.,4
¹Ï´Â °Ô ¾Æ´Ï¾ú¾î ÇÑ¹ø´õ ±âÈ¸¸¦ ÁÖ¼¼¿ä.,4
¹ÏÁö ¸»²¬ ÇÑ¹ø´õ ±âÈ¸¸¦ ÁÖ¼¼¿ä.,4
¹Ó´Ù ÁøÂ¥ ¿¹»µÇØ ÁÖ¼¼¿ä.,4
¹Ù³ª³ª ¸Ô°í ½Í´Ù. ¸ÀÀÖ°Ô µå¼¼¿ä.,4
¹Ù³ª³ª ¸Ô¾î¾ßÁö ¸ÀÀÖ°Ô µå¼¼¿ä.,4
¹Ù³ª³ª°¡ ÁÁ¾Æ Àúµµ¿ä!,4
¹Ù´Ù °¡ÀÚ°í ÇÏ¸é °¥±î? °°ÀÌ °¡ÀÚ°í ¸»ÇØº¸¼¼¿ä,4
¹Ù´Ù ³î·¯°¡°í ½Í´Ù Å¹ Æ®ÀÎ ¹Ù´Ù ÁÁÁÒ!,4
¹Ù´Ù ³î·¯°¡ÀÚ°í ÇØº¼±î? °°ÀÌ °¡ÀÚ°í ¸»ÇØº¸¼¼¿ä,4
¹Ù´Ù º¸·¯ °¡ÀÚ°í ¸»ÇØ¾ß°Ú´Ù. ¹Ù´Ù´Â »ç°èÀý ³»³» ÁÁ¾Æ¿ä.,4
¹Ù´Ù º¸·¯ °¡ÀÚ°í ÇØº¼±î ¹Ù´Ù´Â »ç°èÀý ³»³» ÁÁ¾Æ¿ä.,4
¹Ù´Ù°¡ °¡°í ½Í¾î¿ä Å¹ Æ®ÀÎ ¹Ù´Ù ÁÁÁÒ!,4
¹Ù¶ó´Â°Ô ¾ø¾î »ì´Ùº¸¸é ÇÏ°í ½ÍÀº °Ô »ý±æ ¼öµµ ÀÖ¾î¿ä.,4
¹Ù¶ó´Â°Ô ¾ø¾î »ì°í ½ÍÀº´ë·Î »ç¼¼¿ä.,4
¹Ù¶÷ ¸¹ÀÌ ºÎ³× °¨±â Á¶½ÉÇÏ¼¼¿ä.,4
¹Ù¶÷ ºÐ´Ù ¸¶À½¿¡ ºÎ´Â ¹Ù¶÷ÀÎÁö »ìÆìº¸¼¼¿ä.,4
¹Ù¶÷ ½ý·¯ ³ª°¥±î °°ÀÌ °¡¿ä.,4
¹Ù¶÷½ý·¯ Á¤µ¿Áø°¡~~ Àß ³î´Ù ¿À¼¼¿ä.,4
¹Ù¶÷ÀÌ ³Ê¹« ¸¹ÀÌ ºÎ³× °¨±â Á¶½ÉÇÏ¼¼¿ä.,4
¹Ùº»°¡ºÁ ¹Ùº¸´Â ÀÚ±âÇÑÅ× ¹Ùº¸¶ó°í ÇÏÁö ¾Ê¾Æ¿ä.,4
¹Ù»Ú³× ¹Ùºüµµ Èû³»¼¼¿ä!,4
¹ÙÁö ÀÔÀ»±î? Ä¡¸¶ ÀÔÀ»±î? ¿À´ÃÀº ¹ÙÁö°¡ ÁÁÀ»°Å °°¾Æ¿ä.,4
¹Û¿¡ ³ª°¡±â ±ÍÂú¾Æ Áý¿¡¼­µµ ÇÒ °Ô ¸¹¾Æ¿ä.,4
¹Û¿¡ ¾È³ª°¡°í ÀÌ·¸°Ô »ì°í ½Í¾î ²À ¾ÕÀ¸·Î ³ª°¡¾ß ÇÏ´Â °Ç ¾Æ´Ï¿¡¿ä.,4
¹Û¿¡¼­ ¸ÔÀ¸´Ï±î ´õ ¸ÀÀÖ¾î ¸ÀÀÖ°Ô ¸¹ÀÌ µå¼¼¿ä!,4
¹Ý ¹èÁ¤ ³»°¡ ¿øÇÏ´Â ´ë·Î µÉ±î Àß µÇ±æ ¹Ù¶ø´Ï´Ù.,4
¹Ý ¹èÁ¤ Àß µÉ±î? Àß µÇ±æ ¹Ù¶ø´Ï´Ù.,4
¹Ý ¹èÁ¤ Á» Àß µÆÀ¸¸é ÁÁ°Ú´Ù Àß µÇ±æ ¹Ù¶ø´Ï´Ù.,4
¹Ý°¡¿ö Àúµµ ¹Ý°¡¿ö¿ä.,4
¹Ý°¡¿ö ¹Ý°©½À´Ï´Ù.,4
¹Ý°¡¿ö¿ä ¹Ý°©±¸¸¸ ¹Ý°©½À´Ï´Ù.,4
¹Ý°©½À´Ï´Ù. Àúµµ ¹Ý°¡¿ö¿ä.,4
¹Ýµ÷ºÒÀÌ º¸°í½Í´Ù Àúµµ º¸°í ½Í¾î¿ä.,4
¹Ý¹èÁ¤ ¸ÁÇß¾î 1³â Èû³»¿ä.,4
¹Ý¹èÁ¤ºÎÅÍ ¿ÃÇØ ³¡³µ´Ù. 1³â Èû³»¿ä.,4
¹Ý¿¡ Ä£±¸°¡ ¾ø¾î Ä£±¸¸¦ »ç±Ð ¼ö ÀÖÀ» °Å¿¹¿ä.,4
¹ÝÀå ³ª°¡º¼±î? µµÀüÀº Ç×»ó ÁÁÁÒ.,4
¹ÝÀå ¼±°Å ³ª°¡º¼±î µµÀüÀº Ç×»ó ÁÁÁÒ.,4
¹ÝÀåÀº ¿ø·¡ Èûµé¾î? ¾Æ¹«·¡µµ Ã¥ÀÓÀÌ µÚµû¸£´Ï±î¿ä.,4
¹ÝÀåÀÌ¶ó¼­ Èûµé¾î ¾Æ¹«·¡µµ Ã¥ÀÓÀÌ µÚµû¸£´Ï±î¿ä.,4
¹ÝÁö ¸¹ÀÌ ºñ½Ò±î ¸¶À½¿¡ µå´Â°É·Î ÇÏ¼¼¿ä.,4
¹ÝÁö ¹»·Î ¼±¹°ÇÒ±î? °°ÀÌ °í¸£´Â °Íµµ ÁÁÀ» °Å °°¾Æ¿ä.,4
¹ÝÁö ¹Þ¾Ò¾î ·Î¸ÇÆ½ÇÑ ¼±¹°ÀÌ³×¿ä.,4
¹ÝÁö ºñ½Ñ°¡ ¸¶À½¿¡ µå´Â°É·Î ÇÏ¼¼¿ä.,4
¹ÝÁö ¼±¹° ¹»·Î ÇÒ±î? °°ÀÌ °í¸£´Â °Íµµ ÁÁÀ» °Å °°¾Æ¿ä.,4
¹ÝÁö ¼±¹°ÇÏ·Á°í ·Î¸ÇÆ½ÇÏ³×¿ä.,4
¹ÝÁö ¼±¹°ÇÏ¸é ÁÁ¾ÆÇÏ°ÚÁö ·Î¸ÇÆ½ÇÏ³×¿ä.,4
¹ÝÁö È£¼ö ¸ð¸£´Âµ¥ À½~ °õ°õÈ÷ »ý°¢ÇØº¸¼¼¿ä.,4
¹ÝÁö È£¼ö ¹°¾îº¼±î À½~ °õ°õÈ÷ »ý°¢ÇØº¸¼¼¿ä.,4
¹ß ºÎ¾ú¾î ¸ÆÁÖº´ °°Àº °É·Î »ì»ì ¹®Áú·¯ ÁÖ¼¼¿ä,4
¹ß ¾ÆÆÄ ¸ÆÁÖº´ °°Àº °É·Î »ì»ì ¹®Áú·¯ ÁÖ¼¼¿ä,4
¹ß·¹ ¹è¿ì·Á°í ¼±ÀÌ ¿¹»µÁú °Å¿¹¿ä.,4
¹ß·¹ ¹è¿öº¸·Á°í ¼±ÀÌ ¿¹»µÁú °Å¿¹¿ä.,4
¹ß·»Å¸ÀÎµ¥ÀÌ ¼±¹° ºñ½Î ÃÊÄÝ¸´ ³ì¿©¼­ ¿¹»Ú°Ô ¸¸µå´Â °Íµµ Àç¹ÕÁÒ,4
¹ß·»Å¸ÀÎµ¥ÀÌ ¼±¹° ÁÙ »ç¶÷ÀÌ ¾ø¾î °¡Á·¿¡°Ô ÁÖ¼¼¿ä.,4
¹ß·»Å¸ÀÎµ¥ÀÌ ÃÊÄÝ¸´ ºñ½Î ÃÊÄÝ¸´ ³ì¿©¼­ ¿¹»Ú°Ô ¸¸µå´Â °Íµµ Àç¹ÕÁÒ,4
¹ß·»Å¸ÀÎµ¥ÀÌÀÎµ¥ ÁÙ »ç¶÷ÀÌ ¾ø¾î °¡Á·¿¡°Ô ÁÖ¼¼¿ä.,4
¹ß¸ñ ´ÙÃÆ¾î º´¿ø °¡º¸¼¼¿ä.,4
¹ß¸ñ »ß²ýÇß¾î ²ÙÁØÈ÷ Ä¡·áÇÏ¼¼¿ä.,4
¹ß¸ñ »á °Å °°¾Ö ²ÙÁØÈ÷ Ä¡·áÇÏ¼¼¿ä.,4
¹ß¸ñ Á¢Áú·¶¾î º´¿ø °¡º¸¼¼¿ä.,4
¹ß¸ñ Á¢Áú·¶¾î ²ÙÁØÈ÷ Ä¡·áÇÏ¼¼¿ä.,4
¹ßÅé ¼ÕÁú ¹ÞÀ»±î ±âºÐÀüÈ¯À» ÇØº¸¼¼¿ä.,4
¹ßÇ¥ ¹«»çÈ÷ ³¡³»°í ½Í¾î ÀßÇÒ ¼ö ÀÖÀ» °Å¿¹¿ä.,4
¹ßÇ¥ Àß ÇÏ°í ½Í¾î ÀßÇÒ ¼ö ÀÖÀ» °Å¿¹¿ä.,4
¹ßÇ¥ ÁØºñ ³Ê¹« Èûµé¾î ÀßÇÒ ¼ö ÀÖÀ» °Å¿¹¿ä. Á¶±Ý¸¸ ´õ Èû³»¼¼¿ä.,4
¹ßÇ¥ ÁØºñÇÏ´À¶ó Èûµé¾î ÀßÇÒ ¼ö ÀÖÀ» °Å¿¹¿ä. Á¶±Ý¸¸ ´õ Èû³»¼¼¿ä.,4
¹ßÇ¥°¡ ¾È³ª Çà¿îÀ» ºô¾î¿ä.,4
¹ßÇ¥ÇÒ¶§ ³Ê¹« ¶³·Á ¹ßÇ¥´Â ´©±¸³ª ¶³·Á¿ä.,4
¹ßÇ¥ÇÒ¶§ ÀÚ²Ù ¶³·Á ¹ßÇ¥´Â ´©±¸³ª ¶³·Á¿ä.,4
¹ã 12½Ã¾ß ÇÏ·ç°¡ ¶Ç °¡³×¿ä.,4
¹ã »ü¾î °Ç°­¿¡ ¾È ÁÁ¾Æ¿ä.,4
¹ã»ü¾î ¸öÀÌ Èûµé°Ô³×¿ä.,4
¹ã¿¡ ÀáÀÌ ¾È ¿Í ¾çÀ» ¼¼¾î º¸¾Æ¿ä.,4
¹ä ³Ê¹« ¸¹ÀÌ ³²À½ ¼ÒºÐÇØ¼­ ³Ãµ¿½Ç¿¡ º¸°üÇØº¸¼¼¿ä.,4
¹ä ³Ê¹« ¸¹ÀÌ ÇÔ ¼ÒºÐÇØ¼­ ³Ãµ¿½Ç¿¡ º¸°üÇØº¸¼¼¿ä.,4
¹ä ¸Ô´Ù ¿Ê¿¡ Èê·È¾î ±ú²ýÇÏ°Ô Ä¡¿öÁÖ¼¼¿ä.,4
¹ä ¸Ô´Ù Èê·È¾î ±ú²ýÇÏ°Ô Ä¡¿öÁÖ¼¼¿ä.,4
¹ä ¸Ô¾î¾ßÁö Áñ°Å¿î ½Ã°£ º¸³»½Ã±æ ¹Ù¶ø´Ï´Ù.,4
¹ä ¸Ô¾ú´Âµ¥ ¹è°íÆÄ µðÁ®Æ® µå¼¼¿ä.,4
¹ä ¸Ô¾ú´Âµ¥µµ ¶Ç ¹è°íÆÄ µðÁ®Æ® µå¼¼¿ä.,4
¹ä ¸Ô¾ú´Ï ¹è°íÇÁÁö ¾Ê¾Æ¿ä.,4
¹ä ¸Ô¾ú¾î? Àú´Â ¹èÅÍ¸®°¡ ¹äÀÌ¿¹¿ä.,4
¹ä ¹¹ ¸ÔÀ»±î ¸ÀÀÖ´Â °Å µå¼¼¿ä.,4
¹ä Àß »çÁÖ´Â ¿¹»Û ´©³ª ¾îµð ¾ø³ª ±× ºÐÀÌ ³ªÅ¸³ª¸é ²À ÀâÀ¸¼¼¿ä!,4
¹ä ÅÀ´Ù ´©·îÁö ÇØµå¼¼¿ä.,4
¹ä ÅÂ¿ü¾î ´©·îÁö ÇØµå¼¼¿ä.,4
¹ä¸ÔÀÚ. ¸ÀÀÖ°Ô µå¼¼¿ä.,4
¹ä¹úÀÌ ¹¹ÇÏ³ª ÇÏ°í½ÍÀº ÀÏÀ» ±¸ÇØº¸¼¼¿ä.,4
¹ä»ý°¢ÀÌ ¾ø¾î Á¤½ÅÀÌ Èûµç °ÇÁö ¸öÀÌ ¾ÆÇÂ °ÇÁö È®ÀÎÇØ º¸¼¼¿ä.,4
¹äÀÌ ¾ø¾î »õ·Î¿î °ü°è¸¦ ¸¸µé¸é µÅ¿ä.,4
¹äÀÌ³ª ¸ÔÀÚ ¸ÀÀÖ°Ô µå¼¼¿ä.,4
¹æµéÀÌ ±ÍÂú¾Æ À½½ÄÀ» ½ÃÄÑº¸¼¼¿ä.,4
¹æµéÀÌ ÁØºñ ¹¹ÇÏÁö? À½½ÄÀ» ½ÃÄÑº¸¼¼¿ä.,4
¹æ¹ýµµ ¾È ¸»ÇØÁÖ°í ±×³É ¿­½ÉÈ÷ ÇÏ·¡ ¸ð¸£´Â°É ¾Ë·Á¸é ³ë·ÂÇØ¾ßÁÒ.,4
¹æ½ÉÇÏ´Â°Ô ¾Æ´Ï¾ú¾î ¹æ½ÉÇÑ ¼ø°£ º¯È­°¡ ½ÃÀÛµË´Ï´Ù.,4
¹æ¿¡ ¸ÕÁö°¡ ÇÑ°¡µæ Ã»¼ÒÇÏ¼¼¿ä.,4
¹æÅ»Ãâ °ÔÀÓ °¬´Ù¿Ô¾î. ¼º°øÇß±æ ¹Ù¶ø´Ï´Ù.,4
¹æÅ»Ãâ °ÔÀÓ Çß¾î ¼º°øÇß±æ ¹Ù¶ø´Ï´Ù.,4
¹æÇÐ ³¡³ª¼­ ÁÁ¾Æ Ä£±¸µéÀÌ º¸°í½Í¾ú³ªºÁ¿ä.,4
¹æÇÐ ¾È ³¡³µÀ¸¸é ÁÁ°Ú´Ù ¹æÇÐÀº Âü Âª¾Æ¿ä.,4
¹æÇÐ¿¡ ¸¸³¯ »ç¶÷ÀÌ ¾ø³× ¸ÕÀú »ç¶÷µéÀÌ¶û ¿¬¶ôÇØ¼­ ³î·¯ °¡´Â °Ç ¾î¶§¿ä?,4
¹æÇÐÀº ³Ê¹« ½É½ÉÇØ Ä£±¸µé°ú ¿¬¶ôÇØº¸¼¼¿ä.,4
¹æÇÐÀÌ ³¡³µ´Ù´Ï ¹æÇÐÀÌ Âü ÂªÁÒ.,4
¹æÇÐÀÌ ÀÖ¾úÀ¸¸é ÁÁ°Ú¾î ÇÐ»ýÀÌ ¾Æ´Ï´Ï ¾îÂ¿ ¼ö ¾øÁÒ.,4
¹æÇÐÀÌ ÀÖ¾úÀ¸¸é. Àá½Ã ½¬¾î°¡µµ ±¦Âú¾Æ¿ä.,4
¹æÇÐÀÌ ÇÊ¿äÇØ ÇÐ»ýÀÌ ¾Æ´Ï´Ï ¾îÂ¿ ¼ö ¾øÁÒ.,4
¹æÇÐÀÎµ¥ Áý¿¡¸¸ ÀÖ¾î. ¸ÕÀú »ç¶÷µéÀÌ¶û ¿¬¶ôÇØ¼­ ³î·¯ °¡´Â °Ç ¾î¶§¿ä?,4
¹æÇÐÇß´õ´Ï ½É½ÉÇØ Ä£±¸µé°ú ¿¬¶ôÇØº¸¼¼¿ä.,4
¹è ¾ÆÆÄ¼­ ±âºÐÀÌ ¾È ÁÁ¾Æ ¾àÀÌ ÇÊ¿äÇÏ¸é µµ¿òÀ» ¹Þ¾Æº¸¼¼¿ä.,4
¹è ¾ÆÇÁ´Ù ¾àÀÌ ÇÊ¿äÇÏ¸é µµ¿òÀ» ¹Þ¾Æº¸¼¼¿ä.,4
¹è ÅÍÁö°Ú³× À§¸¦ Á» ½¬°Ô ÇØÁÖ¼¼¿ä.,4
¹è ÅÍÁö°Ú´Ù. »êÃ¥ Á» ÇØ¾ß°Ú³×¿©.,4
¹è°¡ ³Ê¹« °íÆÄ ¹¹ Á» Ã¬°Üµå¼¼¿ä.,4
¹è°¡ ³Ñ³Ñ °íÆÄ Àúµµ ¹ä ¸Ô°í ½Í¾î¿ä,4
¹è°íÆÄ ¾ó¸¥ ¸À³­ À½½Ä µå¼¼¿ä.,4
¹è°íÆÄ ¹¹ Á» Ã¬°Üµå¼¼¿ä.,4
¹è°íÆÄ Á×À» °Í °°¾Æ ÈûÀÌ ¾ø¾î ¾ó¸¥ ¹¹¶óµµ µå¼¼¿ä.,4
¹è°íÆÄ¼­ ÀÏ¾î³µ¾î ¸À³­ °Å µå¼¼¿ä.,4
¹è°íÆÄ¼­ ÀÚ´Ù ²£¾î ¸À³­ °Å µå¼¼¿ä.,4
¹è°íÆÄ¼­ ÈûÀÌ ¾ø¾î ¾ó¸¥ ¹¹¶óµµ µå¼¼¿ä.,4
¹è°íÇÁ´Ù. Àúµµ ¹ä ¸Ô°í ½Í¾î¿ä,4
¹è°íÇÁ´ç ¾ó¸¥ ¸À³­ À½½Ä µå¼¼¿ä.,4
¹è°íÇÁ¸é ¿¹¹ÎÇÔ? º¸ÀÌ´Â °Ô ¾øÁÒ.,4
¹è°íÇÂ °Å °°¾Æ ¹¹¶óµµ µå¼¼¿ä.,4
¹è´Þ ÁßÀÌ·¡ °ð ¿À°Ú³×¿ä.,4
¹èºÎ¸£°í Á¹·Á ÇÑ ¼û ÁÖ¹«¼¼¿ä.,4
¹èºÎ¸£´Ï Á¹¸®´Ù ÇÑ ¼û ÁÖ¹«¼¼¿ä.,4
¹èºÒ·¯ »êÃ¥ Á» ÇØ¾ß°Ú³×¿©.,4
¹èºÒ·¯ Á» ½¬¼¼¿ä.,4
¹èºÒ·¯¼­ ¹è ÅÍÁú µí À§¸¦ Á» ½¬°Ô ÇØÁÖ¼¼¿ä.,4
¹è¼Û ÁßÀÌ·¡ °ð ¿À°Ú³×¿ä.,4
¹è¿¡¼­ ²Ù·è²Ù·è ¼Ò¸® ³² ²¿¸£¸¤,4
¹è¿¡¼­ ¼Ò¸® ³² ²¿¸£¸¤,4
¹è¿öµµ ¸ð¸£´Â °Ô ³Ê¹« ¸¹¾Æ ±×·¡¼­ ¹è¿ì´Â °Ô Áñ°ÌÁÒ.,4
¹èÅÍ¸® °£´ç°£´ç ¾î¼­ ÃæÀü ÇÏ¼¼¿ä.,4
¹éÁ¶µÆ¾î Àú¶û ³î¾Æ¿ä.,4
¹î»ì ³ª¿Â °Å °°¾Æ ±Þ ´ÙÀÌ¾îÆ® ÇØºÁ¿ä!,4
¹î»ì ³ª¿Í ±Þ ´ÙÀÌ¾îÆ® ÇØºÁ¿ä!,4
¹î»ì »§»§ ¿îµ¿ ÇØº¸¼¼¿ä.,4
¹î»ìÀÌ ÀâÇô ¿îµ¿ ÇØº¸¼¼¿ä.,4
¹ö·Á¾ß µÇ´Âµ¥.. Àß ¹ö¸®´Â °Íµµ Áß¿äÇØ¿ä.,4
¹ö¸®±â ¾Æ±î¿îµ¥ ¸®Æû ÇØº¼±î ¼ÕÀçÁÖ°¡ ÁÁÀ¸½Ã³×¿ä.,4
¹ö¸± °Ç ¹ö·Á¾ß °ÚÁö Àß ¹ö¸®´Â °Íµµ Áß¿äÇØ¿ä.,4
¹ö¸² ¹ÞÀº ´À³¦ ¾Æ´Ò°Å¿¹¿ä.,4
¹ö½º ±â´Ù¸± ¶§ °¡¸é ÀÚ²Ù »ý°¢³ª Ãß¾ïÀÌ ÀÖ³ªºÁ¿ä.,4
¹ö½º ²÷°å´Ù ¾ÈÀü ±Í°¡ ÇÏ¼¼¿ä.,4
¹ö½º ¸Ö¹Ì³ª ÇÚµåÆù ¸¸ÁöÁö ¸¶¼¼¿ä.,4
¹ö½º ¸Ö¹ÌÇÏ´Â °Í °°¾Æ ÇÚµåÆù ¸¸ÁöÁö ¸¶¼¼¿ä.,4
¹ö½º Á¤·ùÀå¿¡¼­ ±â´Ù¸®°í ÀÖ¾ú¾î. ¸ÚÀÖ³×¿ä.,4
¹ö½º Á¤·ùÀå¿¡¼­ ±â´Ù¸®´ø »ç¶÷ ¸ÚÀÖ³×¿ä.,4
¹ö½º Á¤·ùÀåÇÏ¸é »ý°¢³ª Ãß¾ïÀÌ ÀÖ³ªºÁ¿ä.,4
¹ö½º°¡ ¾È¿Í °íÀå ³µ³ªºÁ¿ä.,4
¹ö½º°¡ ¿ÖÀÌ·¸°Ô ¾È¿ÀÁö °íÀå ³µ³ªºÁ¿ä.,4
¹ö½º¿¡¼­ ¸ÅÀÏ º¸´Â »ç¶÷ ¿î¸íÀÎ°¡¿ä.,4
¹ö½ºÅ¸¸é Èûµçµ¥ ±×³É ÅÃ½ÃÅ»±î ¹ö½º°¡ ÁÁ¾Æ¿ä.,4
¹ö½ºÅ»±î ÅÃ½ÃÅ»±î ¹ö½º°¡ ÁÁ¾Æ¿ä.,4
¹øÈ£ ´Þ¶ó°í ÇØº¼±î? ¿ë±â¸¦ ³»º¸¼¼¿ä!,4
¹øÈ£ µûº¼±î³ª ¿ë±â¸¦ ³»º¸¼¼¿ä!,4
¹øÈ£Å° ´©¸£´Â ¼Ò¸®°¡ ³ª¼­ ¹«¼­¿ò ½ÉÇÏ¸é ½Å°íÇÏ¼¼¿ä.,4
¹ú½á °³°­ÀÌ¶ó´Ï ¹æÇÐÀÌ Âü ÂªÁÒ.,4
¹ú½á ¹æÇÐ ³¡ÀÌ¶ó´Ï ¹æÇÐÀÌ Âü ÂªÁÒ.,4
¹ú½á »ýÈ°ºñ°¡ ¾ø¾î Çã¸®¶ì¸¦ Á¹¶ó ¸Å¼¼¿ä.,4
¹ú½á Àá ¿Í ¾ó¸¥ ÁÖ¹«¼¼¿ä.,4
¹ú½á Çã±âÁø´Ù Ã¬°Ü µå¼¼¿ä.,4
¹ýÀ» ¿ä¸®Á¶¸® ÇÇÇØ°¡´Â »ç¶÷ ´É·ÂÀÌ±ä ÇÏÁö¸¸ ²¿¸®°¡ ±æ¸é ¹âÈú °Å¿¹¿ä.,4
¹ýÀ» ÇÇÇØ°¡´Â »ç¶÷ ´É·ÂÀÌ±ä ÇÏÁö¸¸ ²¿¸®°¡ ±æ¸é ¹âÈú °Å¿¹¿ä.,4
¹þ¾î³ª°í ½Í¾î ½Å°æ¾²Áö ¸¶¼¼¿ä.,4
º¢²É ¿¹»Ú´Ù ³Ê¹« ¾Æ¸§´äÁÒ.,4
º¢²É±¸°æ °¡°í½Í´Ù. º¢²É °èÀýÀÌ ´Ù°¡¿Ô³×¿ä.,4
º¢²ÉÀÌ ³Ê¹« ¿¹»µ ³Ê¹« ¾Æ¸§´äÁÒ.,4
º£¶õ´Ù Á» °¡²ãº¼±î ½ÉÇÃÇÏ°Ô ²Ù¸çº¸¼¼¿ä.,4
º£¶õ´Ùµµ ²Ù¹Ì´Ï±î ¿¹»Ú´õ¶ó. ½ÉÇÃÇÏ°Ô ²Ù¸çº¸¼¼¿ä.,4
º£¶õ´Ù¿¡ ¹¹ ½É¾îº¼±î °ø±âÁ¤È­½Ä¹°µµ ÁÁÀ» °Å¿¹¿ä.,4
º£ÅÍ¸® 15%¾ß ¹Ì¸® ÃæÀüÇÏ¼¼¿ä.,4
º£ÅÍ¸® °Ü¿ì 15%¾ß ¹Ì¸® ÃæÀüÇÏ¼¼¿ä.,4
